Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (C),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (C),Intake Temp Manifold (C),MAF Corr (g/s),MAF Freq (kHz),Man Abs Press (psi),Oil Temp (C),RPM (RPM),Req Torque (Nm),Req Torque Bst Targets (Nm),TD Boost Error (psi),TD Integ WG Pos Corr (mm),TD Prop WG Pos Corr (mm),TGV Map Ratio (mult),Target Boost Final Rel (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Init Pos Final (mm),Wastegate Pos Actual (mm),Wastegate Pos Comm (mm),Wastegate Pos Comm Final (mm),"AP Info:[AP3-SUB-006 v1.7.5.0-25910][2023 USDM WRX MT][Reflash: Stage1 93 v310.ptm]"
26.319,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-10.99,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,240,358,4,0.0,22.50,2.57,1.242,302.5,21,36,7.93,3.353,3.37,96,2485,0.00,2.14,1.81,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.335,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.06,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,244,358,4,0.0,22.50,2.57,1.242,302.5,21,36,7.90,3.419,3.30,96,2485,0.00,2.14,1.87,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.364,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-10.98,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,244,358,4,0.0,22.50,2.57,1.242,302.0,21,36,7.90,3.294,3.38,96,2483,0.00,2.14,1.84,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.395,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.07,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,244,358,4,0.0,22.50,2.57,1.242,302.0,21,36,7.90,3.462,3.28,96,2481,0.00,2.14,1.82,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.421,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.38,-11.05,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,244,358,4,0.0,22.50,2.57,1.242,302.0,21,36,7.90,3.350,3.31,96,2479,0.00,2.25,1.91,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.449,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.07,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,244,358,4,0.0,22.50,2.57,1.242,302.5,21,36,7.92,3.388,3.29,96,2483,0.00,2.25,1.90,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.465,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.04,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,244,358,4,0.0,22.50,2.57,1.242,302.5,21,36,7.91,3.348,3.32,96,2483,0.00,2.25,1.86,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.495,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.38,-11.01,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.56,1.242,302.0,21,36,7.91,3.302,3.34,96,2479,0.00,2.25,1.84,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.516,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.22,-11.06,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.56,1.242,302.0,21,36,7.90,3.469,3.30,96,2475,0.00,2.25,1.89,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.532,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.01,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.56,1.242,302.0,21,36,7.90,3.477,3.35,96,2475,0.00,2.25,1.89,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.562,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.22,-11.05,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.55,1.242,302.0,21,37,7.87,3.409,3.31,96,2469,0.00,2.25,1.88,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.585,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.03,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.56,1.242,302.0,21,37,7.88,3.410,3.33,96,2471,0.00,2.35,1.86,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.595,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-10.97,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.56,1.242,302.0,21,37,7.89,3.448,3.39,96,2473,0.00,2.35,1.78,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.615,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.38,-11.06,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,249,358,4,0.0,22.50,2.56,1.242,302.0,21,37,7.90,3.341,3.30,96,2473,0.00,2.25,1.89,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.645,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-11.02,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,254,358,4,0.0,22.50,2.56,1.242,302.0,21,37,7.90,3.435,3.34,96,2471,0.00,2.25,1.90,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.674,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-10.99,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,255,358,4,0.0,22.50,2.56,1.242,302.0,21,37,7.91,3.323,3.37,96,2473,0.00,2.25,1.81,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.707,off,0.00,0.00,-1.95,0.00,21.90,-1,-3,0.0,14.36,14.30,-10.99,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,255,358,4,0.0,22.50,2.56,1.242,302.0,21,37,7.91,3.439,3.37,96,2470,0.00,2.25,1.85,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.727,off,0.00,0.00,-1.95,0.00,21.90,-1,-2,0.0,14.36,14.38,-11.03,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,255,358,4,0.0,22.50,2.55,1.242,302.0,21,37,7.88,3.302,3.33,96,2462,0.00,2.14,1.85,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.742,off,0.00,0.00,-1.95,0.00,21.90,-1,-2,0.0,14.36,14.30,-11.02,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,255,358,4,0.0,22.50,2.55,1.242,302.0,21,37,7.89,3.446,3.34,96,2462,0.00,2.14,1.84,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.775,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-10.95,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,255,358,4,0.0,22.50,2.55,1.242,301.5,21,37,7.90,3.282,3.41,96,2463,0.00,2.14,1.77,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.805,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.06,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,255,358,4,0.0,22.50,2.55,1.242,302.0,21,37,7.91,3.363,3.30,96,2460,0.00,2.14,1.88,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.836,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.22,-10.96,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,256,358,4,0.0,22.50,2.55,1.242,302.0,21,37,7.90,3.473,3.39,96,2461,0.00,2.25,1.84,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.865,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-11.06,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,260,358,4,0.0,22.50,2.54,1.242,301.5,21,37,7.89,3.284,3.30,96,2455,0.00,2.14,1.88,0.000,0.000,0.000,-9.18,8.1,43,0.000,0.128,0.000,-1.040,0
26.888,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-10.97,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,260,358,4,0.0,22.50,2.54,1.242,301.5,21,37,7.88,3.337,3.39,96,2454,0.00,2.25,1.80,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.927,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.22,-11.00,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,260,358,4,0.0,22.50,2.54,1.242,301.5,21,37,7.88,3.528,3.36,96,2452,0.00,2.25,1.90,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.946,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.03,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,260,358,4,0.0,22.50,2.54,1.242,301.5,21,37,7.88,3.300,3.33,96,2451,0.00,2.25,1.78,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.978,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.09,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,260,358,4,0.0,22.50,2.53,1.242,301.5,21,37,7.86,3.326,3.27,96,2450,0.00,2.25,1.91,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
26.999,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-10.97,14.45,0.19,12.46,90,1.000,0,0.00,0.00,4,260,358,4,0.0,22.50,2.53,1.242,301.5,21,37,7.86,3.378,3.39,96,2448,0.00,2.39,1.80,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
27.024,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.00,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.53,1.242,301.5,21,37,7.82,3.408,3.36,96,2446,0.00,2.25,1.88,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
27.039,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-10.99,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.53,1.242,301.5,21,37,7.80,3.321,3.37,96,2443,0.00,2.25,1.82,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
27.066,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-11.07,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.53,1.242,301.5,21,37,7.79,3.366,3.29,96,2441,0.00,2.25,1.90,0.000,0.000,0.000,-9.17,8.1,43,0.000,0.128,0.000,-1.040,0
27.081,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-10.96,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.53,1.242,301.5,21,37,7.80,3.462,3.39,96,2444,0.00,2.25,1.85,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.108,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.00,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.53,1.242,301.0,21,37,7.79,3.328,3.36,96,2442,0.00,2.25,1.82,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.130,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.38,-11.02,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.77,3.317,3.34,96,2438,0.00,2.25,1.84,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.141,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.30,-10.98,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.52,1.242,301.5,21,37,7.76,3.396,3.38,96,2436,0.00,2.25,1.78,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.160,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-11.06,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.77,3.363,3.30,96,2438,0.00,2.14,1.88,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.183,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-11.03,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,265,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.77,3.388,3.33,96,2440,0.00,2.14,1.88,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.201,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-11.01,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,270,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.77,3.329,3.34,96,2439,0.00,2.14,1.84,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.225,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.22,-11.05,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.75,3.436,3.31,96,2436,0.00,2.14,1.87,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.256,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.38,-11.01,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.75,3.362,3.35,96,2432,0.00,2.25,1.84,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.286,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.22,-11.07,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.75,3.406,3.28,96,2432,0.00,2.25,1.90,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.301,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.30,-10.95,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.52,1.242,301.0,21,37,7.75,3.325,3.41,96,2431,0.00,2.14,1.77,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.322,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.30,-11.06,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.51,1.242,301.0,21,37,7.74,3.383,3.30,96,2430,0.00,2.14,1.79,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.339,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.30,-11.02,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.51,1.242,301.0,21,37,7.74,3.377,3.34,96,2427,0.00,2.25,1.89,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.365,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-11.00,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.51,1.242,301.0,21,37,7.73,3.333,3.36,96,2424,0.00,2.50,1.84,0.000,0.000,0.000,-9.16,8.1,42,0.000,0.128,0.000,-1.040,0
27.380,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-11.08,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.51,1.242,301.0,21,37,7.72,3.290,3.28,96,2423,0.00,2.50,1.91,0.000,0.000,0.000,-9.16,8.1,42,0.000,0.128,0.000,-1.040,0
27.405,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-11.03,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.51,1.242,301.0,21,37,7.74,3.289,3.33,96,2425,0.00,2.39,1.87,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.427,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.38,-11.04,14.45,0.19,12.38,90,1.000,0,0.00,0.00,4,271,358,4,0.0,22.50,2.51,1.242,301.0,21,37,7.73,3.302,3.32,96,2422,0.00,2.39,1.87,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.455,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-10.99,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.72,3.336,3.36,96,2420,0.00,2.39,1.88,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.477,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.03,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.72,3.272,3.33,96,2418,0.00,2.39,1.87,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.507,off,0.00,0.00,-1.95,0.00,21.90,-1,-1,0.0,14.36,14.30,-11.05,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.72,3.314,3.31,96,2418,0.00,2.27,1.92,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.532,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.38,-11.07,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.71,3.364,3.29,96,2417,0.00,2.39,1.90,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.553,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-11.03,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.71,3.334,3.33,96,2418,0.00,2.39,1.86,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.570,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-10.98,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.70,3.275,3.38,96,2415,0.00,2.27,1.81,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.591,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-11.08,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,0.0,22.50,2.50,1.242,300.5,21,37,7.69,3.355,3.28,96,2412,0.00,2.27,1.91,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.608,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.0,14.36,14.30,-10.99,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,-0.5,22.50,2.49,1.242,300.5,21,38,7.66,3.243,3.37,96,2410,0.00,2.27,1.81,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.645,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.30,-11.05,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,276,358,4,-0.5,22.50,2.49,1.242,300.5,21,38,7.66,3.363,3.31,96,2408,0.00,2.27,1.87,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.670,off,0.00,0.00,-1.95,0.00,21.90,-1,0,0.0,14.36,14.30,-10.99,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,281,358,4,-0.5,22.50,2.49,1.242,300.5,21,38,7.68,3.210,3.37,96,2409,0.00,2.16,1.86,0.000,0.000,0.000,-9.18,8.1,42,0.000,0.128,0.000,-1.040,0
27.735,off,0.00,0.00,-1.95,0.00,21.90,0,0,0.0,14.36,14.30,-11.05,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,281,358,4,-0.5,22.00,2.49,1.242,300.5,21,38,7.68,3.366,3.31,96,2410,0.00,2.27,1.88,0.000,0.000,0.000,-9.17,8.1,42,0.000,0.128,0.000,-1.040,0
27.766,off,0.00,0.00,-1.95,0.00,21.90,0,-1,0.3,14.36,14.38,-10.98,14.45,0.19,12.38,89,1.000,0,0.00,0.00,4,281,358,4,-0.5,22.00,2.50,1.242,300.5,21,38,7.70,3.321,3.38,96,2414,0.19,2.46,1.82,0.000,0.000,0.000,-9.16,8.1,42,0.000,0.128,0.000,-1.040,0
27.773,off,0.00,0.00,-1.95,0.00,21.90,0,-1,2.2,14.36,14.38,-11.01,14.45,0.19,12.38,89,1.000,3,0.00,0.00,0,304,730,4,-0.5,22.00,2.50,1.242,320.0,21,38,7.70,3.395,3.35,96,2414,4.71,5.83,2.06,0.000,0.000,0.000,-9.00,8.1,42,10.000,0.128,1.000,1.127,0
27.844,off,0.00,0.00,-1.95,0.00,21.90,0,-1,3.5,14.36,14.14,-10.99,13.29,0.19,12.38,89,1.000,3,0.00,0.00,0,375,730,4,-0.5,22.00,2.49,1.242,320.0,21,38,7.69,3.290,3.37,96,2411,9.34,9.12,2.15,0.000,0.000,0.000,-8.84,9.1,42,10.000,0.328,2.999,3.127,0
27.859,off,0.00,7.81,-1.95,0.00,21.90,0,0,7.2,14.36,14.30,-10.90,13.29,0.19,12.38,89,1.000,3,0.00,0.00,0,434,730,4,-0.5,13.50,2.15,1.062,320.0,21,38,8.06,3.625,3.46,96,2434,11.34,13.56,2.27,0.000,0.000,0.000,-8.63,9.8,42,10.000,3.745,7.998,8.126,0
27.874,off,0.00,7.81,-1.95,0.00,21.90,-1,-1,7.9,14.36,14.30,-10.88,13.29,0.20,12.34,89,1.000,3,0.00,0.00,0,476,730,4,-0.5,14.50,2.16,1.062,320.0,21,38,8.42,3.658,3.48,96,2441,17.19,16.85,2.50,0.000,0.000,0.000,-8.47,10.9,42,10.000,5.844,10.000,10.128,0
27.916,off,0.00,7.81,-1.95,0.00,21.90,0,-2,7.9,14.36,14.30,-10.78,13.29,0.22,12.34,89,1.000,3,0.00,0.00,0,552,730,4,-0.5,16.00,2.13,1.043,320.0,21,38,8.92,3.944,3.58,96,2447,25.46,27.60,2.83,0.000,0.000,0.000,-7.95,12.0,42,10.000,8.542,10.000,10.128,0
27.948,off,0.00,7.81,-1.95,0.00,21.90,1,-9,8.1,14.36,14.22,-10.43,13.30,0.23,12.30,89,1.000,3,0.00,0.00,0,602,876,4,-0.5,17.50,2.18,1.069,320.0,21,38,10.03,4.047,3.93,96,2448,25.95,28.14,2.57,0.000,0.000,0.000,-7.92,11.9,42,10.000,9.904,10.000,10.128,0
27.995,off,0.00,7.81,-1.95,0.00,21.90,2,-14,8.3,14.36,14.30,-10.08,13.30,0.26,12.34,89,1.000,3,0.00,0.00,0,753,1088,4,-0.5,19.50,2.20,1.088,320.0,21,38,11.39,4.156,4.28,96,2421,26.86,29.05,2.28,0.000,0.000,0.000,-7.88,11.9,42,10.000,10.089,10.000,10.128,0
28.031,off,0.00,7.81,-1.95,0.00,21.90,4,-19,8.2,14.36,14.22,-10.01,13.30,0.29,12.34,89,1.000,3,0.00,0.00,0,893,1234,4,0.0,21.00,2.12,1.069,319.5,21,38,11.90,3.979,4.35,96,2384,26.85,29.04,2.13,0.000,0.000,0.000,-7.88,11.9,42,10.000,10.101,10.000,10.128,0
28.065,off,0.00,7.81,-1.95,0.00,21.90,10,-23,8.5,14.36,14.30,-9.84,13.30,0.31,12.38,89,1.000,3,0.00,0.00,0,982,1367,4,-0.5,22.50,2.12,1.069,319.0,21,38,12.44,3.910,4.51,96,2376,27.94,30.09,2.02,0.000,0.000,0.000,-7.83,11.9,42,10.000,10.101,10.000,10.128,0
28.071,off,0.00,7.81,-1.95,0.00,21.90,10,-23,9.1,14.36,14.30,-9.67,13.30,0.31,12.38,89,1.000,3,0.00,0.00,0,1019,1367,4,-0.5,22.50,2.07,1.046,319.0,21,38,12.63,4.050,4.69,96,2377,30.16,31.54,2.07,0.000,0.000,0.000,-7.76,12.1,42,10.000,10.107,10.000,10.128,0
28.094,off,0.00,7.81,-1.95,0.00,21.90,16,-27,9.4,14.36,14.22,-9.67,13.30,0.31,12.38,89,1.000,3,0.00,0.00,0,1108,1367,4,-0.5,23.00,2.08,1.046,319.5,21,38,12.92,4.080,4.69,97,2388,31.31,32.98,1.92,0.000,0.000,0.000,-7.69,12.2,42,10.000,10.107,10.000,10.128,0
28.135,off,0.00,7.81,-1.95,0.00,20.08,16,-27,9.6,14.36,14.30,-9.43,13.30,0.33,12.38,89,1.000,3,0.00,0.00,0,1137,1447,4,-0.5,19.50,2.09,1.046,320.0,21,38,13.38,4.093,4.93,97,2400,31.96,34.11,1.98,0.000,0.000,0.000,-7.63,12.4,42,10.000,10.107,10.000,10.128,0
28.164,off,0.00,7.81,-1.95,0.00,17.84,25,-30,9.5,14.36,14.38,-9.33,13.30,0.34,12.38,89,1.000,3,0.00,0.00,0,1181,1447,4,-0.5,19.50,2.11,1.046,320.0,21,38,13.92,4.129,5.03,97,2420,31.33,34.23,1.70,0.000,0.000,0.000,-7.63,12.4,42,10.000,10.113,10.000,10.128,0
